Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
13,1990,,Julio Valera,21,1,1,0.5,6.92,3,3,0,0,0,0,13.0,20,11,10,1,7,0,4,0,0,0,64,56,4.81,2.077,13.8,0.7,4.8,2.8,0.57,Right,No
14,1990,,Dan Schatzeder,35,0,0,0.0,0.0,6,0,3,0,0,0,5.2,5,0,0,0,0,0,2,0,0,0,19,0,2.1,0.882,7.9,0.0,0.0,3.2,0.0,Left,No
15,1990,,Kevin Brown,24,0,0,0.0,0.0,2,0,1,0,0,0,2.0,2,0,0,0,1,0,0,0,0,0,9,0,4.31,1.5,9.0,0.0,4.5,0.0,0.0,Left,No
1,1989,SP,David Cone,26,14,8,0.636,3.52,34,33,0,7,2,0,219.2,183,92,86,20,74,6,190,4,4,14,910,93,3.28,1.17,7.5,0.8,3.0,7.8,2.57,Right,No
2,1989,SP,Sid Fernandez,26,14,5,0.737,2.83,35,32,0,6,2,0,219.1,157,73,69,21,75,3,198,6,3,1,883,115,3.31,1.058,6.4,0.9,3.1,8.1,2.64,Left,No
3,1989,SP,Ron Darling,28,14,14,0.5,3.52,33,33,0,4,0,0,217.1,214,100,85,19,70,7,153,3,4,12,922,93,3.5,1.307,8.9,0.8,2.9,6.3,2.19,Right,No
4,1989,SP,Bob Ojeda,31,13,11,0.542,3.47,31,31,0,5,2,0,192.0,179,83,74,16,78,5,95,2,2,0,824,94,4.11,1.339,8.4,0.8,3.7,4.5,1.22,Left,No
5,1989,SP,Dwight Gooden,24,9,4,0.692,2.89,19,17,1,0,0,1,118.1,93,42,38,9,47,2,101,2,5,7,497,113,3.29,1.183,7.1,0.7,3.6,7.7,2.15,Right,No
6,1989,SP,Frank Viola,29,5,5,0.5,3.38,12,12,0,2,1,0,85.1,75,35,32,5,27,3,73,1,0,3,351,97,2.8,1.195,7.9,0.5,2.8,7.7,2.7,Left,No
7,1989,CL,Randy Myers,26,7,4,0.636,2.35,65,0,47,0,0,24,84.1,62,23,22,4,40,4,88,0,0,3,349,139,2.72,1.209,6.6,0.4,4.3,9.4,2.2,Left,No
8,1989,RP,Rick Aguilera,27,6,6,0.5,2.34,36,0,19,0,0,7,69.1,59,19,18,3,21,3,80,2,3,3,284,140,2.01,1.154,7.7,0.4,2.7,10.4,3.81,Right,No
9,1989,RP,Don Aase,34,1,5,0.167,3.94,49,0,22,0,0,2,59.1,56,27,26,5,26,3,34,1,1,0,261,83,4.08,1.382,8.5,0.8,3.9,5.2,1.31,Right,No
10,1989,RP,Jeff Innis,26,0,1,0.0,3.18,29,0,12,0,0,0,39.2,38,16,14,2,8,0,16,1,0,0,160,104,3.29,1.16,8.6,0.5,1.8,3.6,2.0,Right,No
11,1989,RP,Roger McDowell,28,1,5,0.167,3.31,25,0,15,0,0,4,35.1,34,21,13,1,16,3,15,2,1,3,156,100,3.81,1.415,8.7,0.3,4.1,3.8,0.94,Right,No
12,1989,,Jeff Musselman,26,3,2,0.6,3.08,20,0,4,0,0,0,26.1,27,11,9,1,14,3,11,0,0,1,119,108,4.02,1.557,9.2,0.3,4.8,3.8,0.79,Left,No
13,1989,,David West,24,0,2,0.0,7.4,11,2,0,0,0,0,24.1,25,20,20,4,14,2,19,1,0,1,112,45,5.19,1.603,9.2,1.5,5.2,7.0,1.36,Left,No
14,1989,,Terry Leach,35,0,0,0.0,4.22,10,0,4,0,0,0,21.1,19,11,10,1,4,0,2,1,0,0,85,79,3.89,1.078,8.0,0.4,1.7,0.8,0.5,Right,No
15,1989,,Wally Whitehurst,25,0,1,0.0,4.5,9,1,4,0,0,0,14.0,17,7,7,2,5,0,9,0,0,1,64,75,4.41,1.571,10.9,1.3,3.2,5.8,1.8,Right,No
16,1989,,Julio Machado,23,0,1,0.0,3.27,10,0,9,0,0,0,11.0,9,4,4,0,3,0,14,0,0,0,45,104,1.04,1.091,7.4,0.0,2.5,11.5,4.67,Right,No
17,1989,,Kevin Tapani,25,0,0,0.0,3.68,3,0,1,0,0,0,7.1,5,3,3,1,4,0,2,0,1,0,31,94,5.63,1.227,6.1,1.2,4.9,2.5,0.5,Right,No
18,1989,,Blaine Beatty,25,0,0,0.0,1.5,2,1,0,0,0,0,6.0,5,1,1,1,2,0,3,0,0,0,25,234,4.93,1.167,7.5,1.5,3.0,4.5,1.5,Left,No
19,1989,,John Mitchell,23,0,1,0.0,6.0,2,0,0,0,0,0,3.0,3,7,2,0,4,1,4,0,0,1,17,63,4.1,2.333,9.0,0.0,12.0,12.0,1.0,Right,No
20,1989,,Manny Hernández,28,0,0,0.0,0.0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0,0.76,0.0,0.0,0.0,0.0,9.0,0.0,Right,No
1,1988,SP,Dwight Gooden,23,18,9,0.667,3.19,34,34,0,10,3,0,248.1,242,98,88,8,57,4,175,6,5,5,1024,101,2.54,1.204,8.8,0.3,2.1,6.3,3.07,Right,No
2,1988,SP,Ron Darling,27,17,9,0.654,3.25,34,34,0,7,4,0,240.2,218,97,87,24,60,2,161,5,2,7,971,99,3.54,1.155,8.2,0.9,2.2,6.0,2.68,Right,No
3,1988,SP,David Cone,25,20,3,0.87,2.22,35,28,0,8,4,0,231.1,178,67,57,10,80,7,213,4,10,10,936,145,2.58,1.115,6.9,0.4,3.1,8.3,2.66,Right,No
4,1988,SP,Bob Ojeda,30,10,13,0.435,2.88,29,29,0,5,5,0,190.1,158,74,61,6,33,2,133,4,7,4,752,112,2.36,1.004,7.5,0.3,1.6,6.3,4.03,Left,No
5,1988,SP,Sid Fernandez,25,12,10,0.545,3.03,31,31,0,1,1,0,187.0,127,69,63,15,70,1,189,6,9,4,751,106,3.01,1.053,6.1,0.7,3.4,9.1,2.7,Left,No
6,1988,CL,Randy Myers,25,7,3,0.7,1.72,55,0,44,0,0,26,68.0,45,15,13,5,17,2,69,2,0,2,261,188,2.53,0.912,6.0,0.7,2.3,9.1,4.06,Left,No
7,1988,RP,Terry Leach,34,7,2,0.778,2.54,52,0,21,0,0,3,92.0,95,32,26,5,24,4,51,3,0,0,392,127,3.25,1.293,9.3,0.5,2.3,5.0,2.13,Right,No
8,1988,RP,Roger McDowell,27,5,5,0.5,2.63,62,0,41,0,0,16,89.0,80,31,26,1,31,7,46,3,1,6,378,123,3.03,1.247,8.1,0.1,3.1,4.7,1.48,Right,No
9,1988,RP,Gene Walter,27,0,1,0.0,3.78,19,0,5,0,0,0,16.2,21,9,7,0,11,1,14,0,3,0,80,87,3.07,1.92,11.3,0.0,5.9,7.6,1.27,Left,No
10,1988,RP,Bob McClure,36,1,0,1.0,4.09,14,0,5,0,0,1,11.0,12,5,5,1,2,0,7,1,0,1,46,82,3.5,1.273,9.8,0.8,1.6,5.7,3.5,Left,No
11,1988,,Rick Aguilera,26,0,4,0.0,6.93,11,3,2,0,0,0,24.2,29,20,19,2,10,2,16,1,1,1,111,47,3.86,1.581,10.6,0.7,3.6,5.8,1.6,Right,No
12,1988,,Jeff Innis,25,1,1,0.5,1.89,12,0,7,0,0,0,19.0,19,6,4,0,2,1,14,0,0,0,80,174,1.61,1.105,9.0,0.0,0.9,6.6,7.0,Right,No
13,1988,,Ed Nunez,25,1,0,1.0,4.5,10,0,4,0,0,0,14.0,21,7,7,1,3,0,8,0,0,1,65,74,3.2,1.714,13.5,0.6,1.9,5.1,2.67,Right,No
14,1988,,David West,23,1,0,1.0,3.0,2,1,0,0,0,0,6.0,6,2,2,0,3,0,3,0,2,0,25,116,3.27,1.5,9.0,0.0,4.5,4.5,1.0,Left,No
15,1988,,John Mitchell,22,0,0,0.0,0.0,1,0,0,0,0,0,1.0,2,0,0,0,1,0,1,0,0,0,5,0,3.77,3.0,18.0,0.0,9.0,9.0,1.0,Right,No
1,1987,SP,Ron Darling,26,12,8,0.6,4.29,32,32,0,2,0,0,207.2,183,111,99,24,96,3,167,3,3,6,891,89,4.2,1.343,7.9,1.0,4.2,7.2,1.74,Right,No
2,1987,SP,Dwight Gooden,22,15,7,0.682,3.21,25,25,0,7,3,0,179.2,162,68,64,11,53,2,148,2,1,1,730,119,2.94,1.197,8.1,0.6,2.7,7.4,2.79,Right,No
3,1987,SP,Sid Fernandez,24,12,8,0.6,3.81,28,27,0,3,1,0,156.0,130,75,66,16,67,8,134,8,0,2,665,100,3.93,1.263,7.5,0.9,3.9,7.7,2.0,Left,No
4,1987,SP,Rick Aguilera,25,11,3,0.786,3.6,18,17,0,1,0,0,115.0,124,53,46,12,33,2,77,3,0,9,494,106,3.83,1.365,9.7,0.9,2.6,6.0,2.33,Right,No
5,1987,SP,John Mitchell,21,3,6,0.333,4.11,20,19,0,1,0,0,111.2,124,64,51,6,36,3,57,2,1,7,493,93,3.57,1.433,10.0,0.5,2.9,4.6,1.58,Right,No
6,1987,SP,David Cone,24,5,6,0.455,3.71,21,13,3,1,0,1,99.1,87,46,41,11,44,1,68,5,4,2,420,103,4.42,1.319,7.9,1.0,4.0,6.2,1.55,Right,No
7,1987,CL,Roger McDowell,26,7,5,0.583,4.16,56,0,45,0,0,25,88.2,95,41,41,7,28,4,32,2,1,3,384,92,4.19,1.387,9.6,0.7,2.8,3.2,1.14,Right,No
8,1987,RP,Terry Leach,33,11,1,0.917,3.22,44,12,7,1,1,0,131.1,132,54,47,14,29,5,61,1,1,0,542,118,4.01,1.226,9.0,1.0,2.0,4.2,2.1,Right,No
9,1987,RP,Doug Sisk,29,3,1,0.75,3.46,55,0,17,0,0,3,78.0,83,38,30,5,22,4,37,3,0,2,339,110,3.72,1.346,9.6,0.6,2.5,4.3,1.68,Right,No
10,1987,RP,Jesse Orosco,30,3,9,0.25,4.44,58,0,41,0,0,16,77.0,78,41,38,5,31,9,78,2,0,2,335,86,2.97,1.416,9.1,0.6,3.6,9.1,2.52,Left,No
11,1987,RP,Randy Myers,24,3,6,0.333,3.96,54,0,18,0,0,6,75.0,61,36,33,6,30,5,92,0,0,3,314,96,2.66,1.213,7.3,0.7,3.6,11.0,3.07,Left,No
12,1987,,Bob Ojeda,29,3,5,0.375,3.88,10,7,0,0,0,0,46.1,45,23,20,5,10,1,21,0,0,1,192,99,4.01,1.187,8.7,1.0,1.9,4.1,2.1,Left,No
13,1987,,Jeff Innis,24,0,1,0.0,3.16,17,1,8,0,0,0,25.2,29,9,9,5,4,1,28,1,1,1,109,122,3.81,1.286,10.2,1.8,1.4,9.8,7.0,Right,No
14,1987,,Don Schulze,24,1,2,0.333,6.23,5,4,1,0,0,0,21.2,24,15,15,4,6,0,5,1,0,0,91,62,5.78,1.385,10.0,1.7,2.5,2.1,0.83,Right,No
15,1987,,Gene Walter,26,1,2,0.333,3.2,21,0,6,0,0,0,19.2,18,10,7,1,13,3,11,1,0,1,89,121,4.55,1.576,8.2,0.5,5.9,5.0,0.85,Left,No
16,1987,,John Candelaria,33,2,0,1.0,5.84,3,3,0,0,0,0,12.1,17,8,8,1,3,0,10,0,1,0,57,67,3.03,1.622,12.4,0.7,2.2,7.3,3.33,Left,No
17,1987,,Tom Edens,26,0,0,0.0,6.75,2,2,0,0,0,0,8.0,15,6,6,2,4,0,4,0,0,2,42,59,6.62,2.375,16.9,2.3,4.5,4.5,1.0,Right,No
18,1987,,Bob Gibson,30,0,0,0.0,0.0,1,0,0,0,0,0,1.0,0,0,0,0,1,0,2,0,0,0,4,0,1.87,1.0,0.0,0.0,9.0,18.0,2.0,Right,No
1,1986,SP,Dwight Gooden,21,17,6,0.739,2.84,33,33,0,12,2,0,250.0,197,92,79,17,80,3,200,4,4,4,1020,126,3.06,1.108,7.1,0.6,2.9,7.2,2.5,Right,No
2,1986,SP,Ron Darling,25,15,6,0.714,2.81,34,34,0,4,2,0,237.0,203,84,74,21,81,2,184,3,3,7,967,128,3.43,1.198,7.7,0.8,3.1,7.0,2.27,Right,No
3,1986,SP,Bob Ojeda,28,18,5,0.783,2.57,32,30,1,7,2,0,217.1,185,72,62,15,52,3,148,2,1,2,871,140,3.05,1.09,7.7,0.6,2.2,6.1,2.85,Left,No
4,1986,SP,Sid Fernandez,23,16,6,0.727,3.52,32,31,1,2,1,1,204.1,161,82,80,13,91,1,200,2,0,6,855,102,3.01,1.233,7.1,0.6,4.0,8.8,2.2,Left,No
5,1986,SP,Rick Aguilera,24,10,7,0.588,3.88,28,20,2,2,0,0,141.2,145,70,61,15,36,1,104,7,3,5,605,93,3.59,1.278,9.2,1.0,2.3,6.6,2.89,Right,No
6,1986,CL,Roger McDowell,25,14,9,0.609,3.02,75,0,52,0,0,22,128.0,107,48,43,4,42,5,65,3,3,3,524,119,3.22,1.164,7.5,0.3,3.0,4.6,1.55,Right,No
7,1986,RP,Jesse Orosco,29,8,6,0.571,2.33,58,0,40,0,0,21,81.0,64,23,21,6,35,3,62,3,0,2,338,154,3.61,1.222,7.1,0.7,3.9,6.9,1.77,Left,No
8,1986,RP,Doug Sisk,28,4,2,0.667,3.06,41,0,15,0,0,1,70.2,77,31,24,0,31,5,31,5,1,2,312,118,3.42,1.528,9.8,0.0,3.9,3.9,1.0,Right,No
9,1986,RP,Rick Anderson,29,2,1,0.667,2.72,15,5,4,0,0,1,49.2,45,17,15,3,11,3,21,0,1,1,201,133,3.38,1.128,8.2,0.5,2.0,3.8,1.91,Right,No
10,1986,RP,Randy Niemann,30,2,3,0.4,3.79,31,1,11,0,0,0,35.2,44,17,15,2,12,2,18,0,0,2,158,96,3.5,1.57,11.1,0.5,3.0,4.5,1.5,Left,No
11,1986,,Bruce Berenyi,31,2,2,0.5,6.35,14,7,2,0,0,0,39.2,47,30,28,5,22,0,30,1,0,4,184,57,4.64,1.739,10.7,1.1,5.0,6.8,1.36,Right,No
12,1986,,Randy Myers,23,0,0,0.0,4.22,10,0,5,0,0,0,10.2,11,5,5,1,9,1,13,1,0,0,53,88,4.36,1.875,9.3,0.8,7.6,11.0,1.44,Left,No
13,1986,,John Mitchell,20,0,1,0.0,3.6,4,1,1,0,0,0,10.0,10,4,4,1,4,0,2,0,0,2,40,104,4.87,1.4,9.0,0.9,3.6,1.8,0.5,Right,No
14,1986,,Terry Leach,32,0,0,0.0,2.7,6,0,1,0,0,0,6.2,6,3,2,0,3,0,4,0,0,0,30,141,2.92,1.35,8.1,0.0,4.1,5.4,1.33,Right,No
15,1986,,Ed Lynch,30,0,0,0.0,0.0,1,0,0,0,0,0,1.2,2,0,0,0,0,0,1,0,0,0,7,0,1.57,1.2,10.8,0.0,0.0,5.4,0.0,Right,No
1,1985,SP,Dwight Gooden,20,24,4,0.857,1.53,35,35,0,16,8,0,276.2,198,51,47,13,69,4,268,2,2,6,1065,229,2.13,0.965,6.4,0.4,2.2,8.7,3.88,Right,No
2,1985,SP,Ron Darling,24,16,6,0.727,2.9,36,35,1,4,2,0,248.0,214,93,80,21,114,1,167,3,1,7,1043,120,3.85,1.323,7.8,0.8,4.1,6.1,1.46,Right,No
3,1985,SP,Ed Lynch,29,10,8,0.556,3.44,31,29,1,6,1,0,191.0,188,76,73,19,27,1,65,1,0,0,777,102,3.74,1.126,8.9,0.9,1.3,3.1,2.41,Right,No
4,1985,SP,Sid Fernandez,22,9,9,0.5,2.8,26,26,0,3,0,0,170.1,108,56,53,14,80,3,180,2,2,3,685,125,3.08,1.104,5.7,0.7,4.2,9.5,2.25,Left,No
5,1985,SP,Rick Aguilera,23,10,7,0.588,3.24,21,19,1,2,0,0,122.1,118,49,44,8,37,2,74,2,2,5,507,108,3.28,1.267,8.7,0.6,2.7,5.4,2.0,Right,No
6,1985,CL,Roger McDowell,24,6,5,0.545,2.83,62,2,36,0,0,17,127.1,108,43,40,9,37,8,70,1,2,6,516,124,3.4,1.139,7.6,0.6,2.6,4.9,1.89,Right,No
7,1985,RP,Jesse Orosco,28,8,6,0.571,2.73,54,0,39,0,0,17,79.0,66,26,24,6,34,7,68,0,0,4,331,128,3.24,1.266,7.5,0.7,3.9,7.7,2.0,Left,No
8,1985,RP,Doug Sisk,27,4,5,0.444,5.3,42,0,22,0,0,2,73.0,86,48,43,3,40,2,26,2,1,1,341,66,4.23,1.726,10.6,0.4,4.9,3.2,0.65,Right,No
9,1985,RP,Terry Leach,31,3,4,0.429,2.91,22,4,4,1,1,1,55.2,48,19,18,3,14,3,30,1,0,0,226,121,3.12,1.114,7.8,0.5,2.3,4.9,2.14,Right,No
10,1985,RP,Tom Gorman,27,4,4,0.5,5.13,34,2,12,0,0,0,52.2,56,32,30,8,18,2,32,0,2,2,227,69,4.47,1.405,9.6,1.4,3.1,5.5,1.78,Left,No
11,1985,,Calvin Schiraldi,23,2,1,0.667,8.89,10,4,2,0,0,0,26.1,43,27,26,4,11,0,21,3,1,2,131,40,4.66,2.051,14.7,1.4,3.8,7.2,1.91,Right,No
12,1985,,Bill Latham,24,1,3,0.25,3.97,7,3,1,0,0,0,22.2,21,10,10,1,7,1,10,0,1,1,93,90,3.3,1.235,8.3,0.4,2.8,4.0,1.43,Left,No
13,1985,,Bruce Berenyi,30,1,0,1.0,2.63,3,3,0,0,0,0,13.2,8,6,4,0,10,0,10,1,0,3,58,137,3.64,1.317,5.3,0.0,6.6,6.6,1.0,Right,No
14,1985,,Wes Gardner,24,0,2,0.0,5.25,9,0,8,0,0,0,12.0,18,14,7,1,8,2,11,0,0,1,61,69,3.93,2.167,13.5,0.8,6.0,8.3,1.38,Right,No
15,1985,,Joe Sambito,33,0,0,0.0,12.66,8,0,2,0,0,0,10.2,21,18,15,1,8,0,3,0,0,0,60,29,5.59,2.719,17.7,0.8,6.8,2.5,0.38,Left,No
16,1985,,Randy Niemann,29,0,0,0.0,0.0,4,0,0,0,0,0,4.2,5,0,0,0,0,0,2,0,0,0,18,0,1.83,1.071,9.6,0.0,0.0,3.9,0.0,Left,No
17,1985,,Randy Myers,22,0,0,0.0,0.0,1,0,1,0,0,0,2.0,0,0,0,0,1,0,2,0,0,0,7,0,2.18,0.5,0.0,0.0,4.5,9.0,2.0,Left,No
1,1984,SP,Dwight Gooden,19,17,9,0.654,2.6,31,31,0,7,3,0,218.0,161,72,63,7,73,2,276,2,7,3,879,137,1.69,1.073,6.6,0.3,3.0,11.4,3.78,Right,No
2,1984,SP,Walt Terrell,26,11,12,0.478,3.52,33,33,0,3,1,0,215.0,232,99,84,16,80,1,114,4,0,6,926,101,3.85,1.451,9.7,0.7,3.3,4.8,1.43,Right,No
3,1984,SP,Ron Darling,23,12,9,0.571,3.81,33,33,0,2,2,0,205.2,179,97,87,17,104,2,136,5,1,7,884,94,4.11,1.376,7.8,0.7,4.6,6.0,1.31,Right,No
4,1984,SP,Bruce Berenyi,29,9,6,0.6,3.76,19,19,0,0,0,0,115.0,100,58,48,6,53,2,81,1,0,7,486,95,3.45,1.33,7.8,0.5,4.1,6.3,1.53,Right,No
5,1984,SP,Sid Fernandez,21,6,6,0.5,3.5,15,15,0,0,0,0,90.0,74,40,35,8,34,3,62,0,4,1,371,102,3.68,1.2,7.4,0.8,3.4,6.2,1.82,Left,No
6,1984,CL,Jesse Orosco,27,10,6,0.625,2.59,60,0,52,0,0,31,87.0,58,29,25,7,34,6,85,2,1,1,355,138,3.1,1.057,6.0,0.7,3.5,8.8,2.5,Left,No
7,1984,RP,Ed Lynch,28,9,8,0.529,4.5,40,13,14,0,0,2,124.0,169,77,62,14,24,3,62,4,0,1,556,79,3.91,1.556,12.3,1.0,1.7,4.5,2.58,Right,No
8,1984,RP,Brent Gaff,25,3,2,0.6,3.63,47,0,18,0,0,1,84.1,77,39,34,4,36,11,42,1,2,5,358,99,3.7,1.34,8.2,0.4,3.8,4.5,1.17,Right,No
9,1984,RP,Doug Sisk,26,1,3,0.25,2.09,50,0,31,0,0,15,77.2,57,24,18,1,54,5,32,3,0,1,329,171,4.31,1.429,6.6,0.1,6.3,3.7,0.59,Right,No
10,1984,RP,Tom Gorman,26,6,0,1.0,2.97,36,0,12,0,0,0,57.2,51,20,19,6,13,3,40,1,0,2,230,121,3.46,1.11,8.0,0.9,2.0,6.2,3.08,Left,No
11,1984,,Tim Leary,25,3,3,0.5,4.02,20,7,3,0,0,0,53.2,61,28,24,2,18,3,29,2,3,2,237,89,3.29,1.472,10.2,0.3,3.0,4.9,1.61,Right,No
12,1984,,Mike Torrez,37,1,5,0.167,5.02,9,8,1,0,0,0,37.2,55,25,21,3,18,0,16,2,0,2,175,72,4.55,1.938,13.1,0.7,4.3,3.8,0.89,Right,No
13,1984,,Wes Gardner,23,1,1,0.5,6.39,21,0,12,0,0,1,25.1,34,19,18,0,8,2,19,0,0,1,116,57,2.22,1.658,12.1,0.0,2.8,6.8,2.38,Right,No
14,1984,,Craig Swan,33,1,0,1.0,8.2,10,0,2,0,0,0,18.2,18,17,17,5,7,0,10,0,2,1,81,44,6.3,1.339,8.7,2.4,3.4,4.8,1.43,Right,No
15,1984,,Calvin Schiraldi,22,0,2,0.0,5.71,5,3,0,0,0,0,17.1,20,13,11,3,10,0,16,0,0,0,80,64,4.9,1.731,10.4,1.6,5.2,8.3,1.6,Right,No
16,1984,,Dick Tidrow,37,0,0,0.0,9.19,11,0,5,0,0,0,15.2,25,19,16,5,7,0,8,0,0,1,78,40,7.24,2.043,14.4,2.9,4.0,4.6,1.14,Right,No
1,1983,SP,Tom Seaver,38,9,14,0.391,3.55,34,34,0,5,2,0,231.0,201,104,91,18,86,5,135,4,0,10,962,103,3.77,1.242,7.8,0.7,3.4,5.3,1.57,Right,No
2,1983,SP,Mike Torrez,36,10,17,0.37,4.37,39,34,4,5,0,0,222.1,227,120,108,16,113,11,94,1,1,7,972,83,4.38,1.529,9.2,0.6,4.6,3.8,0.83,Right,No
3,1983,SP,Ed Lynch,27,10,10,0.5,4.28,30,27,1,1,0,0,174.2,208,94,83,17,41,10,44,3,2,3,749,85,4.27,1.426,10.7,0.9,2.1,2.3,1.07,Right,No
4,1983,SP,Walt Terrell,25,8,8,0.5,3.57,21,20,1,4,2,0,133.2,123,57,53,7,55,7,59,2,0,5,561,102,3.83,1.332,8.3,0.5,3.7,4.0,1.07,Right,No
5,1983,SP,Craig Swan,32,2,8,0.2,5.51,27,18,4,0,0,1,96.1,112,63,59,14,42,3,43,0,1,1,424,66,5.06,1.599,10.5,1.3,3.9,4.0,1.02,Right,No
6,1983,CL,Jesse Orosco,26,13,7,0.65,1.47,62,0,42,0,0,17,110.0,76,27,18,3,38,7,84,1,2,1,432,248,2.65,1.036,6.2,0.2,3.1,6.9,2.21,Left,No
7,1983,RP,Doug Sisk,25,5,4,0.556,2.24,67,0,39,0,0,11,104.1,88,38,26,1,59,7,33,4,1,5,447,163,4.06,1.409,7.6,0.1,5.1,2.8,0.56,Right,No
8,1983,RP,Scott Holman,24,1,7,0.125,3.74,35,10,10,0,0,0,101.0,90,48,42,7,52,8,44,1,1,3,439,98,4.36,1.406,8.0,0.6,4.6,3.9,0.85,Right,No
9,1983,RP,Carlos Diaz,25,3,1,0.75,2.05,54,0,20,0,0,2,83.1,62,22,19,1,35,13,64,1,0,2,339,178,2.67,1.164,6.7,0.1,3.8,6.9,1.83,Left,No
10,1983,RP,Tom Gorman,25,1,4,0.2,4.93,25,4,9,0,0,0,49.1,45,29,27,3,15,4,30,0,1,2,204,74,3.24,1.216,8.2,0.5,2.7,5.5,2.0,Left,No
11,1983,,Neil Allen,25,2,7,0.222,4.5,21,4,9,1,1,2,54.0,57,29,27,6,36,5,32,0,0,2,246,81,5.01,1.722,9.5,1.0,6.0,5.3,0.89,Right,No
12,1983,,Ron Darling,22,1,3,0.25,2.8,5,5,0,1,0,0,35.1,31,11,11,0,17,1,23,3,2,3,148,131,3.15,1.358,7.9,0.0,4.3,5.9,1.35,Right,No
13,1983,,Rick Ownbey,25,1,3,0.25,4.67,10,4,3,0,0,0,34.2,31,19,18,4,21,0,19,1,2,1,152,79,5.06,1.5,8.0,1.0,5.5,4.9,0.9,Right,No
14,1983,,Tim Leary,24,1,1,0.5,3.38,2,2,0,1,0,0,10.2,15,10,4,0,4,0,9,0,1,0,53,112,2.19,1.781,12.7,0.0,3.4,7.6,2.25,Right,No
15,1983,,Brent Gaff,24,1,0,1.0,6.1,4,0,2,0,0,0,10.1,18,9,7,0,1,1,4,0,0,1,53,62,2.27,1.839,15.7,0.0,0.9,3.5,4.0,Right,No
1,1982,SP,Charlie Puleo,27,9,9,0.5,4.47,36,24,8,1,1,1,171.0,179,99,85,13,90,7,98,2,2,3,759,82,4.17,1.573,9.4,0.7,4.7,5.2,1.09,Right,No
2,1982,SP,Pete Falcone,28,8,10,0.444,3.84,40,23,6,3,0,2,171.0,159,82,73,24,71,4,101,1,0,10,718,95,4.62,1.345,8.4,1.3,3.7,5.3,1.42,Left,No
3,1982,SP,Craig Swan,31,11,7,0.611,3.35,37,21,6,2,0,1,166.1,165,70,62,13,37,4,67,0,0,0,691,109,3.59,1.214,8.9,0.7,2.0,3.6,1.81,Right,No
4,1982,SP,Mike Scott,27,7,13,0.35,5.14,37,22,10,1,0,3,147.0,185,100,84,13,60,3,63,2,2,1,670,71,4.27,1.667,11.3,0.8,3.7,3.9,1.05,Right,No
5,1982,SP,Randy Jones,32,7,10,0.412,4.6,28,20,4,2,1,0,107.2,130,68,55,11,51,3,44,4,0,1,493,80,4.76,1.681,10.9,0.9,4.3,3.7,0.86,Left,No
6,1982,CL,Neil Allen,24,3,7,0.3,3.06,50,0,42,0,0,19,64.2,65,22,22,5,30,5,59,1,0,4,279,120,3.34,1.469,9.0,0.7,4.2,8.2,1.97,Right,No
7,1982,RP,Ed Lynch,26,4,8,0.333,3.55,43,12,11,0,0,2,139.1,145,57,55,6,40,4,51,1,3,2,585,103,3.43,1.328,9.4,0.4,2.6,3.3,1.28,Right,No
8,1982,RP,Pat Zachry,30,6,9,0.4,4.05,36,16,6,2,0,1,137.2,149,69,62,10,57,5,69,0,0,4,600,90,3.9,1.496,9.7,0.7,3.7,4.5,1.21,Right,No
9,1982,RP,Jesse Orosco,25,4,10,0.286,2.72,54,2,22,0,0,4,109.1,92,37,33,7,40,2,89,2,2,3,451,135,3.07,1.207,7.6,0.6,3.3,7.3,2.23,Left,No
10,1982,RP,Terry Leach,28,2,1,0.667,4.17,21,1,12,1,1,3,45.1,46,22,21,2,18,5,30,0,0,0,194,88,3.16,1.412,9.1,0.4,3.6,6.0,1.67,Right,No
11,1982,,Rick Ownbey,24,1,2,0.333,3.75,8,8,0,2,0,0,50.1,44,23,21,3,43,1,28,0,3,0,232,98,4.94,1.728,7.9,0.5,7.7,5.0,0.65,Right,No
12,1982,,Tom Hausman,29,1,2,0.333,4.42,21,0,12,0,0,0,36.2,44,26,18,4,6,1,16,2,0,1,162,83,3.92,1.364,10.8,1.0,1.5,3.9,2.67,Right,No
13,1982,,Brent Gaff,23,0,3,0.0,4.55,7,5,1,0,0,0,31.2,41,22,16,3,10,0,14,1,0,2,142,81,4.11,1.611,11.7,0.9,2.8,4.0,1.4,Right,No
14,1982,,Scott Holman,23,2,1,0.667,2.36,4,4,0,1,0,0,26.2,23,10,7,2,7,0,11,0,0,0,107,157,3.65,1.125,7.8,0.7,2.4,3.7,1.57,Right,No
